Category,Sub-Category,Product ID,Product Name,Country,Region,State,City,Postal Code,Customer ID,Customer Name,Order Date,Order ID,Segment,Ship Date,Ship Mode,Year,Bottom Half,Discount,Number of Records,Outer Venn Position,Overlapping Customers,Overlapping Position,Profit,Profit Percentage,Quantity,Sales
Stationary,Binders,OFF-BI-10001721,Trimflex Flexible Post Binders,United States,West,California,San Francisco,94122,KD-16345,Katherine Ducich,17/06/2018,CA-2018-157833,Consumer,20/06/2018,First Class,2018,1,20%,1,0,1,0,17.9592,35%,3,51.312
Stationary,Appliances,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,United States,Central,Minnesota,Saint Paul,55106,ER-13855,Elpida Rittenbach,6/09/2017,CA-2017-149223,Corporate,11/09/2017,Standard Class,2020,1,0%,1,0,0,0,22.5852,29%,6,77.88
Stationary,Paper,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,United States,Central,Illinois,Chicago,60610,RB-19465,Rick Bensley,29/08/2017,CA-2017-158568,Home Office,2/09/2017,Standard Class,2020,1,20%,1,0,1,0,22.6184,35%,7,64.624
Automobile,Accessories,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,United States,Central,Illinois,Chicago,60610,RB-19465,Rick Bensley,29/08/2017,CA-2017-158568,Home Office,2/09/2017,Standard Class,2020,1,20%,1,0,1,0,-10.7973,-11%,3,95.976
Stationary,Binders,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,United States,Central,Illinois,Chicago,60610,RB-19465,Rick Bensley,29/08/2017,CA-2017-158568,Home Office,2/09/2017,Standard Class,2020,1,80%,1,0,1,0,-3.0396,-170%,3,1.788
Stationary,Paper,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),United States,Central,Minnesota,Rochester,55901,GZ-14470,Gary Zandusky,1/12/2017,CA-2017-129903,Consumer,4/12/2017,Second Class,2020,1,0%,1,0,1,0,11.7208,49%,4,23.92
Automobile,Accessories,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,United States,West,Colorado,Aurora,80013,LC-16870,Lena Cacioppo,13/11/2016,US-2016-156867,Consumer,17/11/2016,Standard Class,2019,1,20%,1,0,1,0,-26.8758,-11%,6,238.896
Household goods,Furnishings,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",United States,West,Colorado,Aurora,80013,LC-16870,Lena Cacioppo,13/11/2016,US-2016-156867,Consumer,17/11/2016,Standard Class,2019,1,20%,1,0,1,0,-3.8385,-4%,3,102.36
Stationary,Binders,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",United States,West,Colorado,Aurora,80013,LC-16870,Lena Cacioppo,13/11/2016,US-2016-156867,Consumer,17/11/2016,Standard Class,2019,1,70%,1,0,1,0,-25.8174,-70%,3,36.882
Automobile,Accessories,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,United States,South,North Carolina,Charlotte,28205,JM-15250,Janet Martin,23/11/2018,CA-2018-119004,Consumer,28/11/2018,Standard Class,2018,1,20%,1,0,1,0,17.6016,24%,8,74.112
Automobile,Phones,TEC-PH-10002844,Speck Products Candyshell Flip Case,United States,South,North Carolina,Charlotte,28205,JM-15250,Janet Martin,23/11/2018,CA-2018-119004,Consumer,28/11/2018,Standard Class,2018,1,20%,1,0,1,0,2.0994,8%,1,27.992
Stationary,Art,OFF-AR-10000390,Newell Chalk Holder,United States,South,North Carolina,Charlotte,28205,JM-15250,Janet Martin,23/11/2018,CA-2018-119004,Consumer,28/11/2018,Standard Class,2018,1,20%,1,0,1,0,1.0738,33%,1,3.304
Automobile,Accessories,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,United States,Central,Illinois,Orland Park,60462,PA-19060,Pete Armstrong,15/10/2016,CA-2016-129476,Home Office,20/10/2016,Standard Class,2019,1,20%,1,0,0,0,67.992,20%,5,339.96
Household goods,Furnishings,FUR-FU-10001934,Magnifier Swing Arm Lamp,United States,East,New York,New York City,10035,CV-12805,Cynthia Voltz,25/12/2018,CA-2018-146780,Corporate,30/12/2018,Standard Class,2018,1,5%,1,1,1,0.5,10.9096,26%,2,41.96
Stationary,Art,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",United States,Central,Iowa,Urbandale,50322,CL-12565,Clay Ludtke,3/11/2017,CA-2017-128867,Consumer,10/11/2017,Standard Class,2020,1,0%,1,0,1,0,22.788,30%,2,75.96
Stationary,Binders,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",United States,Central,Iowa,Urbandale,50322,CL-12565,Clay Ludtke,3/11/2017,CA-2017-128867,Consumer,10/11/2017,Standard Class,2020,1,0%,1,0,1,0,13.3476,49%,6,27.24
Stationary,Fasteners,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",United States,East,Ohio,Columbus,43229,RC-19960,Ryan Crowe,25/08/2015,CA-2015-115259,Consumer,27/08/2015,Second Class,2018,1,20%,1,1,1,0.5,14.5348,36%,14,40.096
Stationary,Envelopes,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",United States,East,Ohio,Columbus,43229,RC-19960,Ryan Crowe,25/08/2015,CA-2015-115259,Consumer,27/08/2015,Second Class,2018,1,20%,1,1,1,0.5,1.652,35%,2,4.72
Stationary,Paper,OFF-PA-10004965,Xerox 1921,United States,East,Ohio,Columbus,43229,RC-19960,Ryan Crowe,25/08/2015,CA-2015-115259,Consumer,27/08/2015,Second Class,2018,1,20%,1,1,1,0.5,7.4925,31%,3,23.976
Stationary,Envelopes,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",United States,East,Ohio,Columbus,43229,RC-19960,Ryan Crowe,25/08/2015,CA-2015-115259,Consumer,27/08/2015,Second Class,2018,1,20%,1,1,1,0.5,44.0316,34%,6,130.464
Household goods,Tables,FUR-TA-10001768,Hon Racetrack Conference Tables,United States,West,Washington,Seattle,98103,DK-13090,Dave Kipp,2/03/2016,CA-2016-110457,Consumer,6/03/2016,Standard Class,2019,1,0%,1,0,1,0,165.3813,21%,3,787.53
Stationary,Binders,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,United States,South,Tennessee,Bristol,37620,GG-14650,Greg Guthrie,5/04/2016,US-2016-136476,Corporate,10/04/2016,Standard Class,2019,1,70%,1,0,1,0,-115.7156,-73%,1,157.794
Household goods,Furnishings,FUR-FU-10002157,Artistic Insta-Plaque,United States,East,Delaware,Wilmington,19805,SC-20725,Steven Cartwright,12/06/2017,CA-2017-103730,Consumer,15/06/2017,First Class,2020,1,0%,1,1,1,0.5,18.3456,39%,3,47.04
Stationary,Binders,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,United States,East,Delaware,Wilmington,19805,SC-20725,Steven Cartwright,12/06/2017,CA-2017-103730,Consumer,15/06/2017,First Class,2020,1,0%,1,1,1,0.5,13.878,45%,4,30.84
Stationary,Storage,OFF-ST-10000777,"Companion Letter/Legal File, Black",United States,East,Delaware,Wilmington,19805,SC-20725,Steven Cartwright,12/06/2017,CA-2017-103730,Consumer,15/06/2017,First Class,2020,1,0%,1,1,1,0.5,63.4368,28%,6,226.56
Stationary,Envelopes,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,United States,East,Delaware,Wilmington,19805,SC-20725,Steven Cartwright,12/06/2017,CA-2017-103730,Consumer,15/06/2017,First Class,2020,1,0%,1,1,1,0.5,51.759,45%,9,115.02
Automobile,Phones,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,United States,East,Delaware,Wilmington,19805,SC-20725,Steven Cartwright,12/06/2017,CA-2017-103730,Consumer,15/06/2017,First Class,2020,1,0%,1,1,1,0.5,19.7316,29%,7,68.04
Household goods,Chairs,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,United States,Central,Texas,Houston,77041,AD-10180,Alan Dominguez,26/12/2015,US-2015-152030,Home Office,28/12/2015,Second Class,2018,1,35%,1,0,1,0,-8.5794,-1%,3,600.558
Household goods,Tables,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,United States,Central,Illinois,Bloomington,61701,PF-19165,Philip Fox,20/09/2015,US-2015-134614,Consumer,25/09/2015,Standard Class,2018,1,50%,1,0,1,0,-407.682,-66%,6,617.7
Stationary,Binders,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",United States,West,Arizona,Phoenix,85023,TS-21610,Troy Staebel,5/11/2018,US-2018-107272,Consumer,12/11/2018,Standard Class,2018,1,60%,1,0,1,0,-1.8308,-77%,2,2.388
Stationary,Storage,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",United States,West,Arizona,Phoenix,85023,TS-21610,Troy Staebel,5/11/2018,US-2018-107272,Consumer,12/11/2018,Standard Class,2018,1,20%,1,0,1,0,30.499,13%,7,243.992
Household goods,Chairs,FUR-CH-10001146,"Global Task Chair, Black",United States,West,California,Los Angeles,90004,LS-16975,Lindsay Shagiari,6/11/2017,US-2017-125969,Home Office,10/11/2017,Second Class,2020,1,20%,1,0,1,0,-9.1602,-11%,2,81.424
Household goods,Furnishings,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,United States,West,California,Los Angeles,90004,LS-16975,Lindsay Shagiari,6/11/2017,US-2017-125969,Home Office,10/11/2017,Second Class,2020,1,0%,1,0,1,0,26.2416,11%,3,238.56
Automobile,Phones,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,United States,East,Ohio,Columbus,43229,DW-13585,Dorothy Wardle,2/02/2018,US-2018-164147,Corporate,5/02/2018,First Class,2018,1,40%,1,1,1,0.5,-11.994,-20%,5,59.97
Stationary,Paper,OFF-PA-10002377,Xerox 1916,United States,East,Ohio,Columbus,43229,DW-13585,Dorothy Wardle,2/02/2018,US-2018-164147,Corporate,5/02/2018,First Class,2018,1,20%,1,1,1,0.5,29.364,38%,2,78.304
Stationary,Fasteners,OFF-FA-10002780,Staples,United States,East,Ohio,Columbus,43229,DW-13585,Dorothy Wardle,2/02/2018,US-2018-164147,Corporate,5/02/2018,First Class,2018,1,20%,1,1,1,0.5,6.9732,33%,9,21.456
Stationary,Paper,OFF-PA-10001804,Xerox 195,United States,West,California,Roseville,95661,LC-16885,Lena Creighton,13/10/2017,CA-2017-145583,Consumer,19/10/2017,Standard Class,2020,1,0%,1,0,1,0,9.6192,48%,3,20.04
Stationary,Paper,OFF-PA-10001736,Xerox 1880,United States,West,California,Roseville,95661,LC-16885,Lena Creighton,13/10/2017,CA-2017-145583,Consumer,19/10/2017,Standard Class,2020,1,0%,1,0,1,0,16.6568,47%,1,35.44
Stationary,Art,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",United States,West,California,Roseville,95661,LC-16885,Lena Creighton,13/10/2017,CA-2017-145583,Consumer,19/10/2017,Standard Class,2020,1,0%,1,0,1,0,3.456,30%,4,11.52
Stationary,Fasteners,OFF-FA-10002988,Ideal Clamps,United States,West,California,Roseville,95661,LC-16885,Lena Creighton,13/10/2017,CA-2017-145583,Consumer,19/10/2017,Standard Class,2020,1,0%,1,0,1,0,1.9698,49%,2,4.02
Stationary,Binders,OFF-BI-10004781,GBC Wire Binding Strips,United States,West,California,Roseville,95661,LC-16885,Lena Creighton,13/10/2017,CA-2017-145583,Consumer,19/10/2017,Standard Class,2020,1,20%,1,0,1,0,26.6616,35%,3,76.176
Stationary,Supplies,OFF-SU-10001218,Fiskars Softgrip Scissors,United States,West,California,Roseville,95661,LC-16885,Lena Creighton,13/10/2017,CA-2017-145583,Consumer,19/10/2017,Standard Class,2020,1,0%,1,0,1,0,18.4464,28%,6,65.88
Household goods,Furnishings,FUR-FU-10001706,Longer-Life Soft White Bulbs,United States,West,California,Roseville,95661,LC-16885,Lena Creighton,13/10/2017,CA-2017-145583,Consumer,19/10/2017,Standard Class,2020,1,0%,1,0,1,0,20.6976,48%,14,43.12
Household goods,Furnishings,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",United States,East,Pennsylvania,Philadelphia,19140,JD-15895,Jonathan Doherty,5/09/2017,CA-2017-110366,Corporate,7/09/2017,Second Class,2020,1,20%,1,1,1,0.5,10.35,13%,2,82.8
Stationary,Art,OFF-AR-10000940,Newell 343,United States,West,California,San Francisco,94122,SH-19975,Sally Hughsby,18/09/2018,CA-2018-106180,Corporate,23/09/2018,Standard Class,2018,1,5%,1,0,1,0,2.3814,27%,3,8.82
Stationary,Envelopes,OFF-EN-10004030,Convenience Packs of Business Envelopes,United States,West,California,San Francisco,94122,SH-19975,Sally Hughsby,18/09/2018,CA-2018-106180,Corporate,23/09/2018,Standard Class,2018,1,5%,1,0,1,0,5.1042,47%,3,10.86
Stationary,Paper,OFF-PA-10004327,Xerox 1911,United States,West,California,San Francisco,94122,SH-19975,Sally Hughsby,18/09/2018,CA-2018-106180,Corporate,23/09/2018,Standard Class,2018,1,5%,1,0,1,0,68.976,48%,3,143.7
Stationary,Appliances,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,United States,Central,Missouri,Independence,64055,SG-20080,Sandra Glassco,22/12/2018,CA-2018-155376,Consumer,27/12/2018,Standard Class,2018,1,5%,1,0,0,0,218.2518,26%,3,839.43
Stationary,Storage,OFF-ST-10003656,Safco Industrial Wire Shelving,United States,West,California,Pasadena,91104,HA-14920,Helen Andreada,7/09/2016,CA-2016-110744,Consumer,12/09/2016,Standard Class,2019,1,0%,1,0,1,0,20.1579,3%,7,671.93
Household goods,Furnishings,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",United States,East,Ohio,Newark,43055,MG-17680,Maureen Gastineau,22/10/2015,CA-2015-110072,Home Office,28/10/2015,Standard Class,2018,1,20%,1,1,1,0.5,12.9096,14%,4,93.888
Automobile,Phones,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,United States,Central,Wisconsin,Franklin,53132,JE-16165,Justin Ellison,5/12/2017,CA-2017-114489,Corporate,9/12/2017,Standard Class,2020,1,0%,1,0,0,0,103.8015,27%,11,384.45
Automobile,Phones,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,United States,Central,Wisconsin,Franklin,53132,JE-16165,Justin Ellison,5/12/2017,CA-2017-114489,Corporate,9/12/2017,Standard Class,2020,1,0%,1,0,0,0,5.9988,4%,3,149.97
Household goods,Chairs,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",United States,Central,Wisconsin,Franklin,53132,JE-16165,Justin Ellison,5/12/2017,CA-2017-114489,Corporate,9/12/2017,Standard Class,2020,1,0%,1,0,0,0,585.552,30%,8,"1,951.84"
Stationary,Binders,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,United States,Central,Wisconsin,Franklin,53132,JE-16165,Justin Ellison,5/12/2017,CA-2017-114489,Corporate,9/12/2017,Standard Class,2020,1,0%,1,0,0,0,80.6285,47%,5,171.55
Stationary,Appliances,OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,United States,West,Arizona,Scottsdale,85254,TW-21025,Tamara Willingham,13/03/2017,CA-2017-158834,Home Office,16/03/2017,First Class,2020,1,20%,1,0,1,0,17.766,11%,5,157.92
Automobile,Phones,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,United States,West,Arizona,Scottsdale,85254,TW-21025,Tamara Willingham,13/03/2017,CA-2017-158834,Home Office,16/03/2017,First Class,2020,1,20%,1,0,1,0,15.2388,8%,2,203.184
Stationary,Paper,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,United States,West,California,San Jose,95123,SP-20650,Stephanie Phelps,31/05/2016,CA-2016-124919,Corporate,2/06/2016,First Class,2019,1,0%,1,0,1,0,26.271,45%,7,58.38
Stationary,Paper,OFF-PA-10002254,Xerox 1883,United States,West,California,San Jose,95123,SP-20650,Stephanie Phelps,31/05/2016,CA-2016-124919,Corporate,2/06/2016,First Class,2019,1,0%,1,0,1,0,48.5392,46%,4,105.52
Stationary,Storage,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",United States,West,California,San Jose,95123,SP-20650,Stephanie Phelps,31/05/2016,CA-2016-124919,Corporate,2/06/2016,First Class,2019,1,0%,1,0,1,0,21.0288,26%,6,80.88
Stationary,Art,OFF-AR-10001547,Newell 311,United States,West,Washington,Seattle,98105,NK-18490,Neil Knudson,28/05/2016,CA-2016-118948,Home Office,3/06/2016,Standard Class,2019,1,0%,1,0,1,0,1.7901,27%,3,6.63
Household goods,Chairs,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,United States,West,Washington,Seattle,98115,DB-13060,Dave Brooks,1/03/2015,CA-2015-104269,Consumer,6/03/2015,Second Class,2018,1,20%,1,0,1,0,51.4764,11%,2,457.568
Stationary,Labels,OFF-LA-10002475,Avery 519,United States,Central,Oklahoma,Edmond,73034,NP-18670,Nora Paige,20/11/2017,CA-2017-114104,Consumer,24/11/2017,Standard Class,2020,1,0%,1,0,1,0,6.8714,47%,2,14.62
Automobile,Phones,TEC-PH-10004536,Avaya 5420 Digital phone,United States,Central,Oklahoma,Edmond,73034,NP-18670,Nora Paige,20/11/2017,CA-2017-114104,Consumer,24/11/2017,Standard Class,2020,1,0%,1,0,1,0,236.2325,25%,7,944.93
Stationary,Paper,OFF-PA-10002751,Xerox 1920,United States,West,California,Los Angeles,90045,TT-21070,Ted Trevino,11/05/2017,CA-2017-162733,Consumer,12/05/2017,First Class,2020,1,0%,1,0,1,0,2.691,45%,1,5.98
Automobile,Accessories,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,United States,East,Pennsylvania,Philadelphia,19134,EM-13960,Eric Murdock,28/12/2016,CA-2016-119697,Consumer,31/12/2016,Second Class,2019,1,20%,1,1,1,0.5,1.3596,2%,2,54.384
Stationary,Envelopes,OFF-EN-10001990,Staple envelope,United States,West,New Mexico,Carlsbad,88220,RD-19900,Ruben Dartt,16/11/2017,CA-2017-154508,Consumer,20/11/2017,Standard Class,2020,1,0%,1,0,1,0,13.348,47%,5,28.4
Stationary,Binders,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,United States,West,Washington,Seattle,98115,MJ-17740,Max Jones,7/11/2017,CA-2017-113817,Consumer,11/11/2017,Standard Class,2020,1,20%,1,0,1,0,9.688,35%,2,27.68
Stationary,Art,OFF-AR-10004441,BIC Brite Liner Highlighters,United States,Central,Texas,San Antonio,78207,BM-11140,Becky Martin,8/09/2015,CA-2015-139892,Consumer,12/09/2015,Standard Class,2018,1,20%,1,0,1,0,2.7324,28%,3,9.936
Automobile,Machines,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,United States,Central,Texas,San Antonio,78207,BM-11140,Becky Martin,8/09/2015,CA-2015-139892,Consumer,12/09/2015,Standard Class,2018,1,40%,1,0,1,0,"-1,359.99",-17%,8,"8,159.95"
Stationary,Storage,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,United States,Central,Texas,San Antonio,78207,BM-11140,Becky Martin,8/09/2015,CA-2015-139892,Consumer,12/09/2015,Standard Class,2018,1,20%,1,0,1,0,-58.6347,-21%,3,275.928
Household goods,Chairs,FUR-CH-10004287,SAFCO Arco Folding Chair,United States,Central,Texas,San Antonio,78207,BM-11140,Becky Martin,8/09/2015,CA-2015-139892,Consumer,12/09/2015,Standard Class,2018,1,35%,1,0,1,0,-24.858,-1%,9,"1,740.06"
Stationary,Art,OFF-AR-10002656,Sanford Liquid Accent Highlighters,United States,Central,Texas,San Antonio,78207,BM-11140,Becky Martin,8/09/2015,CA-2015-139892,Consumer,12/09/2015,Standard Class,2018,1,20%,1,0,1,0,6.8136,21%,6,32.064
Stationary,Appliances,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,United States,Central,Texas,San Antonio,78207,BM-11140,Becky Martin,8/09/2015,CA-2015-139892,Consumer,12/09/2015,Standard Class,2018,1,80%,1,0,1,0,-453.849,-255%,5,177.98
Automobile,Phones,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,United States,Central,Texas,San Antonio,78207,BM-11140,Becky Martin,8/09/2015,CA-2015-139892,Consumer,12/09/2015,Standard Class,2018,1,20%,1,0,1,0,8.9985,6%,3,143.976
Stationary,Paper,OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",United States,West,California,Los Angeles,90004,CS-12130,Chad Sievert,5/08/2015,CA-2015-118962,Consumer,9/08/2015,Standard Class,2018,1,5%,1,0,0,0,9.8418,47%,3,20.94
Stationary,Paper,OFF-PA-10001144,Xerox 1913,United States,West,California,Los Angeles,90004,CS-12130,Chad Sievert,5/08/2015,CA-2015-118962,Consumer,9/08/2015,Standard Class,2018,1,5%,1,0,0,0,53.2608,48%,2,110.96
Household goods,Chairs,FUR-CH-10003817,"Global Value Steno Chair, Gray",United States,West,California,Los Angeles,90004,CS-12130,Chad Sievert,5/08/2015,CA-2015-118962,Consumer,9/08/2015,Standard Class,2018,1,20%,1,0,0,0,21.259,6%,7,340.144
Stationary,Appliances,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,United States,Central,Illinois,Chicago,60623,JB-15400,Jennifer Braxton,14/09/2015,US-2015-100853,Corporate,19/09/2015,Standard Class,2018,1,80%,1,0,1,0,-131.12,-250%,2,52.448
Stationary,Labels,OFF-LA-10003148,Avery 51,United States,Central,Illinois,Chicago,60623,JB-15400,Jennifer Braxton,14/09/2015,US-2015-100853,Corporate,19/09/2015,Standard Class,2018,1,20%,1,0,1,0,6.552,33%,4,20.16
Stationary,Appliances,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",United States,Central,Texas,Houston,77036,SJ-20500,Shirley Jackson,21/04/2018,US-2018-152366,Consumer,25/04/2018,Second Class,2018,1,80%,1,0,1,0,-243.16,-250%,4,97.264
Household goods,Chairs,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",United States,East,Ohio,Newark,43055,JE-15745,Joel Eaton,21/11/2016,US-2016-101511,Consumer,23/11/2016,Second Class,2019,1,30%,1,1,1,0.5,-11.3372,-3%,7,396.802
Stationary,Supplies,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,United States,East,Ohio,Newark,43055,JE-15745,Joel Eaton,21/11/2016,US-2016-101511,Consumer,23/11/2016,Second Class,2019,1,20%,1,1,1,0.5,-3.7715,-24%,5,15.88
Stationary,Art,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",United States,East,New York,New York City,10009,JK-15640,Jim Kriz,15/12/2016,CA-2016-137225,Home Office,19/12/2016,Standard Class,2019,1,0%,1,1,1,0.5,1.4104,43%,1,3.28
Stationary,Storage,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",United States,Central,Illinois,Decatur,62521,DK-13150,David Kendrick,5/12/2015,CA-2015-166191,Corporate,9/12/2015,Second Class,2018,1,20%,1,0,0,0,1.8612,8%,2,24.816
Automobile,Accessories,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,United States,Central,Illinois,Decatur,62521,DK-13150,David Kendrick,5/12/2015,CA-2015-166191,Corporate,9/12/2015,Second Class,2018,1,20%,1,0,0,0,76.6395,19%,7,408.744
